"noprntn"	"nhweqini"	"nhhwth"
2	7708	1613.55854867616
2	8000	5379.36475079766
2	9000	5474.72679345316
2	10000	25045.0147310183
2	10700	554.887945903299
2	11000	1509.6966218655
2	12000	10295.4551875582
2	12500	1323.23872737542
2	15000	12266.8372581568
2	16000	1596.23712695124
2	17000	2943.5511001931
2	18000	1358.13810982951
2	20000	13752.2838108683
2	25000	5425.95477970906
2	26000	1597.7253242573
2	29490	1334.40533156677
2	30000	2401.4297713911
2	33000	7137.54993955641
2	35000	2453.74918374095
2	40000	3153.19308420449
2	56000	1713.05251306118
2	60000	5009.14732598081
2	61000	3105.39231639745
2	80000	3920.49257644624
2	85000	1761.56962120565
2	90000	1379.19926411668
2	100000	6426.6770002702
2	108000	4020.72167116342
2	110000	12495.0095605455
2	120000	3393.74333508486
2	130000	1614.80314926169
2	150000	8833.49638663903
2	170000	0
2	175000	2173.40874020208
2	180000	3342.31326468234
2	200000	16679.2760893042
2	230000	1503.4941851128
2	243000	1438.09151989938
2	250000	7233.61307645962
2	299685	2180.43422270001
2	300000	9199.47305632742
2	360000	1654.10976976809
2	380000	1864.44227552683
2	450000	1692.02500171978
2	500000	1656.79737660394
2	560000	4936.06954414132
2	580000	766.218961567316
2	600000	4563.25724497683
2	610000	3949.38369737252
2	700000	1112.66452296193
2	800000	2342.4377528646
2	950000	1061.00647676527
2	1000000	4855.00289350049
2	1100000	756.773174580642
2	3381640	13981.3935607952
3	0	99175.1740603818
3	800	11732.7191745919
3	1000	7996.88234918361
3	2000	5215.61343860671
3	2585	2214.82334205432
3	3000	1803.02920660639
3	5000	2262.34225077032
3	7000	3633.14440712847
3	10000	9619.47626314663
3	10500	799.330748458183
3	12000	3494.23033441156
3	15000	7694.84966638409
3	30000	1538.94644968103
3	50000	707.012121802033
3	55370	1075.21086998528
3	60000	266.065620760796
3	70000	1839.10718283603
3	80000	9088.92068306398
3	90000	4808.42558221292
3	100000	859.360208072638
3	133000	1365.94995004631
3	135000	3897.07369879931
3	140000	4117.89951685917
3	150000	856.814001729239
3	200000	4689.29767366266
3	240000	11462.3056951919
3	250000	966.123365779644
3	296436	1972.5212406266
3	400000	10127.4080764818
3	650000	3474.6144917367
3	1000000	562.02568843102
3	1400000	3458.9089840326
3	3381640	1803.16199687694
4	0	32680.7985121495
4	1500	879.85357999618
4	2000	5287.03935871759
4	3500	2451.97933059434
4	5000	3369.44745272903
4	6000	839.203043923391
4	8000	3049.86342238219
4	8253	1676.06497886597
4	10000	1381.98251960769
4	15000	5895.55795342988
4	20000	3058.82948601358
4	35000	1206.66851859712
4	42000	2135.81372875015
4	50000	1390.87860653037
4	70000	1717.69593981449
4	75000	6109.08075856248
4	80000	4600.06756492354
4	100000	1829.79654191033
4	150000	4724.21735480804
4	220000	5169.29512245848
4	250000	8253.03143204421
4	260000	717.22754913272
4	300000	2004.83997487475
4	350000	7703.37615990812
4	430000	1109.41060218427
4	1500000	10961.3502039408
5	0	15235.4552783812
5	20000	4383.66073725624
5	21000	3734.91595614789
5	50000	8146.1301561226
5	63000	2182.10083200825
5	70000	1682.48315428804
5	100000	7712.09895863489
5	175000	2804.08923270641
5	180000	1418.59801014023
5	202500	959.292213356414
5	600000	1272.69709725775
5	1500000	1932.33679195434
5	3381640	3220.6548442807
6	0	5627.79052312241
6	2000	8749.86280851723
6	11200	1618.10184903259
6	12000	2325.10542696966
6	20000	1701.74541855368
6	32000	3588.27284377926
6	70000	1719.81127338164
7	0	6369.88123956615
7	35000	2846.47638650557
8	500000	3218.03813164751
9	10000	861.808969449948
9	250000	7812.10908474257
10	10000	2113.26147912419
13	0	1731.64531584034
13	20000	1932.53806336984
14	902000	1790.33731094199
27	7000	6242.28989323606
58	0	2812.60080931014
