"Date"	"SeriesID"	"value"	"Description"	"Adjustment"
2008-10-01	"A2413065L"	522838000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2008-11-01	"A2413065L"	799321000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2008-12-01	"A2413065L"	543456000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-01-01	"A2413065L"	532770000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-02-01	"A2413065L"	461448000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-03-01	"A2413065L"	464881000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-04-01	"A2413065L"	724093000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-05-01	"A2413065L"	469517000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-06-01	"A2413065L"	657925000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-07-01	"A2413065L"	586110000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-08-01	"A2413065L"	690516000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-09-01	"A2413065L"	533872000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-10-01	"A2413065L"	615498000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-11-01	"A2413065L"	621040000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2009-12-01	"A2413065L"	633644000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-01-01	"A2413065L"	611381000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-02-01	"A2413065L"	590955000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-03-01	"A2413065L"	714435000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-04-01	"A2413065L"	725318000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-05-01	"A2413065L"	762766000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-06-01	"A2413065L"	700562000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-07-01	"A2413065L"	626142000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-08-01	"A2413065L"	687531000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-09-01	"A2413065L"	627554000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-10-01	"A2413065L"	730695000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-11-01	"A2413065L"	534558000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2010-12-01	"A2413065L"	608250000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-01-01	"A2413065L"	616730000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-02-01	"A2413065L"	609211000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-03-01	"A2413065L"	657936000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-04-01	"A2413065L"	552266000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-05-01	"A2413065L"	609087000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-06-01	"A2413065L"	580334000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-07-01	"A2413065L"	627716000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-08-01	"A2413065L"	563197000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-09-01	"A2413065L"	614604000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-10-01	"A2413065L"	559434000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-11-01	"A2413065L"	593867000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2011-12-01	"A2413065L"	528813000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-01-01	"A2413065L"	470678000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-02-01	"A2413065L"	522339000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-03-01	"A2413065L"	467553000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-04-01	"A2413065L"	556160000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-05-01	"A2413065L"	579193000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-06-01	"A2413065L"	527326000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-07-01	"A2413065L"	458409000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-08-01	"A2413065L"	589604000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-09-01	"A2413065L"	911235000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-10-01	"A2413065L"	690825000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-11-01	"A2413065L"	714694000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2012-12-01	"A2413065L"	705003000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-01-01	"A2413065L"	699053000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-02-01	"A2413065L"	689150000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-03-01	"A2413065L"	704345000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-04-01	"A2413065L"	737573000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-05-01	"A2413065L"	724788000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-06-01	"A2413065L"	688220000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-07-01	"A2413065L"	609292000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-08-01	"A2413065L"	785749000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-09-01	"A2413065L"	841289000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-10-01	"A2413065L"	813804000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-11-01	"A2413065L"	895592000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2013-12-01	"A2413065L"	888816000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-01-01	"A2413065L"	743236000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-02-01	"A2413065L"	1012231000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-03-01	"A2413065L"	1015791000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-04-01	"A2413065L"	967679000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-05-01	"A2413065L"	961524000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-06-01	"A2413065L"	987794000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-07-01	"A2413065L"	1047667000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-08-01	"A2413065L"	1081415000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-09-01	"A2413065L"	1034720000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-10-01	"A2413065L"	1002082000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-11-01	"A2413065L"	896679000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2014-12-01	"A2413065L"	1063418000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-01-01	"A2413065L"	1101305000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-02-01	"A2413065L"	1010877000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-03-01	"A2413065L"	1281379000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-04-01	"A2413065L"	1166983000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-05-01	"A2413065L"	1215894000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-06-01	"A2413065L"	1245297000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-07-01	"A2413065L"	1275829000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-08-01	"A2413065L"	1121341000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-09-01	"A2413065L"	1313631000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-10-01	"A2413065L"	1182520000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-11-01	"A2413065L"	1274787000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2015-12-01	"A2413065L"	1145103000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-01-01	"A2413065L"	899794000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-02-01	"A2413065L"	1197712000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-03-01	"A2413065L"	1068822000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-04-01	"A2413065L"	1182166000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-05-01	"A2413065L"	977001000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-06-01	"A2413065L"	1045716000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-07-01	"A2413065L"	1112856000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-08-01	"A2413065L"	1011667000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-09-01	"A2413065L"	1078690000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-10-01	"A2413065L"	1127851000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-11-01	"A2413065L"	1038507000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2016-12-01	"A2413065L"	1157155000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-01-01	"A2413065L"	1179447000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-02-01	"A2413065L"	1079239000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-03-01	"A2413065L"	1100123000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-04-01	"A2413065L"	1067787000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-05-01	"A2413065L"	1116068000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-06-01	"A2413065L"	1345179000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-07-01	"A2413065L"	1066402000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-08-01	"A2413065L"	1087058000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-09-01	"A2413065L"	765876000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-10-01	"A2413065L"	1018299000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-11-01	"A2413065L"	1078085000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2017-12-01	"A2413065L"	1044081000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-01-01	"A2413065L"	1356489000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-02-01	"A2413065L"	1046434000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-03-01	"A2413065L"	950691000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-04-01	"A2413065L"	881555000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-05-01	"A2413065L"	912523000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-06-01	"A2413065L"	823476000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-07-01	"A2413065L"	779212000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-08-01	"A2413065L"	781052000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-09-01	"A2413065L"	750985000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-10-01	"A2413065L"	737429000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
2018-11-01	"A2413065L"	710988000	"Investment housing - Purchase for rent or resale by others ;"	"Seasonally Adjusted"
1975-10-01	"A2413066R"	449355000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1975-11-01	"A2413066R"	434429000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1975-12-01	"A2413066R"	450541000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-01-01	"A2413066R"	447362000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-02-01	"A2413066R"	431480000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-03-01	"A2413066R"	428031000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-04-01	"A2413066R"	426985000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-05-01	"A2413066R"	426442000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-06-01	"A2413066R"	413027000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-07-01	"A2413066R"	407005000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-08-01	"A2413066R"	434174000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-09-01	"A2413066R"	450563000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-10-01	"A2413066R"	455348000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-11-01	"A2413066R"	446474000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1976-12-01	"A2413066R"	461841000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-01-01	"A2413066R"	413105000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-02-01	"A2413066R"	429213000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-03-01	"A2413066R"	421311000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-04-01	"A2413066R"	419412000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-05-01	"A2413066R"	432779000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-06-01	"A2413066R"	447879000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-07-01	"A2413066R"	477636000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-08-01	"A2413066R"	462191000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-09-01	"A2413066R"	454054000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-10-01	"A2413066R"	450101000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-11-01	"A2413066R"	457658000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1977-12-01	"A2413066R"	446461000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-01-01	"A2413066R"	455297000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-02-01	"A2413066R"	461341000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-03-01	"A2413066R"	447368000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-04-01	"A2413066R"	470845000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-05-01	"A2413066R"	475400000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-06-01	"A2413066R"	475685000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-07-01	"A2413066R"	486916000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-08-01	"A2413066R"	494683000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-09-01	"A2413066R"	515360000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-10-01	"A2413066R"	532064000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-11-01	"A2413066R"	539336000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1978-12-01	"A2413066R"	530811000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-01-01	"A2413066R"	558283000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-02-01	"A2413066R"	572358000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-03-01	"A2413066R"	560767000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-04-01	"A2413066R"	556499000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-05-01	"A2413066R"	556856000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-06-01	"A2413066R"	578134000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-07-01	"A2413066R"	549089000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-08-01	"A2413066R"	564029000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-09-01	"A2413066R"	565365000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-10-01	"A2413066R"	563365000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-11-01	"A2413066R"	560897000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1979-12-01	"A2413066R"	541479000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-01-01	"A2413066R"	588736000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-02-01	"A2413066R"	595092000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-03-01	"A2413066R"	609136000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-04-01	"A2413066R"	610196000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-05-01	"A2413066R"	643412000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-06-01	"A2413066R"	620969000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-07-01	"A2413066R"	628399000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-08-01	"A2413066R"	644851000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-09-01	"A2413066R"	642386000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-10-01	"A2413066R"	651833000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-11-01	"A2413066R"	645806000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1980-12-01	"A2413066R"	648548000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-01-01	"A2413066R"	639574000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-02-01	"A2413066R"	610075000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-03-01	"A2413066R"	601366000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-04-01	"A2413066R"	610095000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-05-01	"A2413066R"	572220000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-06-01	"A2413066R"	584615000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-07-01	"A2413066R"	587383000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-08-01	"A2413066R"	569745000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-09-01	"A2413066R"	554233000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-10-01	"A2413066R"	530944000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-11-01	"A2413066R"	541174000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1981-12-01	"A2413066R"	545335000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-01-01	"A2413066R"	566029000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-02-01	"A2413066R"	531097000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-03-01	"A2413066R"	530672000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-04-01	"A2413066R"	509391000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-05-01	"A2413066R"	507919000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-06-01	"A2413066R"	508835000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-07-01	"A2413066R"	500759000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-08-01	"A2413066R"	508078000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-09-01	"A2413066R"	508770000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-10-01	"A2413066R"	532553000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-11-01	"A2413066R"	538886000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1982-12-01	"A2413066R"	561277000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-01-01	"A2413066R"	593268000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-02-01	"A2413066R"	690381000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-03-01	"A2413066R"	656964000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-04-01	"A2413066R"	660997000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-05-01	"A2413066R"	723717000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-06-01	"A2413066R"	685352000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-07-01	"A2413066R"	680102000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-08-01	"A2413066R"	727825000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-09-01	"A2413066R"	761699000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-10-01	"A2413066R"	806210000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-11-01	"A2413066R"	850243000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1983-12-01	"A2413066R"	925299000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-01-01	"A2413066R"	941359000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-02-01	"A2413066R"	953206000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-03-01	"A2413066R"	981421000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-04-01	"A2413066R"	1003011000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-05-01	"A2413066R"	978052000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-06-01	"A2413066R"	1030399000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-07-01	"A2413066R"	1032968000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-08-01	"A2413066R"	1035745000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-09-01	"A2413066R"	1052837000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-10-01	"A2413066R"	1041825000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-11-01	"A2413066R"	1090753000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1984-12-01	"A2413066R"	1046134000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-01-01	"A2413066R"	1235840000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-02-01	"A2413066R"	1243189000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-03-01	"A2413066R"	1264264000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-04-01	"A2413066R"	1239525000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-05-01	"A2413066R"	1401156000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-06-01	"A2413066R"	1289420000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-07-01	"A2413066R"	1373011000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-08-01	"A2413066R"	1348408000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-09-01	"A2413066R"	1312783000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-10-01	"A2413066R"	1137362000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-11-01	"A2413066R"	1124445000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1985-12-01	"A2413066R"	1039219000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-01-01	"A2413066R"	978899000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-02-01	"A2413066R"	934595000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-03-01	"A2413066R"	899714000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-04-01	"A2413066R"	1015121000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-05-01	"A2413066R"	1098514000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-06-01	"A2413066R"	1134555000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-07-01	"A2413066R"	1160138000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-08-01	"A2413066R"	1143447000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-09-01	"A2413066R"	1138233000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-10-01	"A2413066R"	1288893000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-11-01	"A2413066R"	1174124000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1986-12-01	"A2413066R"	1215326000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1987-01-01	"A2413066R"	1179051000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1987-02-01	"A2413066R"	1254781000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
1987-03-01	"A2413066R"	1239121000	"Total - All dwellings finance ($'000) ;"	"Seasonally Adjusted"
