"Date"	"SeriesID"	"value"	"Description"	"Adjustment"
2003-04-01	"A2413058R"	15152826000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-05-01	"A2413058R"	17192337000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-06-01	"A2413058R"	17434234000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-07-01	"A2413058R"	18638704000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-08-01	"A2413058R"	18184322000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-09-01	"A2413058R"	18713321000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-10-01	"A2413058R"	19820050000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-11-01	"A2413058R"	17833808000	"Total - All dwellings finance ($'000) ;"	"Original"
2003-12-01	"A2413058R"	17878371000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-01-01	"A2413058R"	12925322000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-02-01	"A2413058R"	14412540000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-03-01	"A2413058R"	17980242000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-04-01	"A2413058R"	15714946000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-05-01	"A2413058R"	16971940000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-06-01	"A2413058R"	17313304000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-07-01	"A2413058R"	16661933000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-08-01	"A2413058R"	16619158000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-09-01	"A2413058R"	16739327000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-10-01	"A2413058R"	15530553000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-11-01	"A2413058R"	17935835000	"Total - All dwellings finance ($'000) ;"	"Original"
2004-12-01	"A2413058R"	17813712000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-01-01	"A2413058R"	13397915000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-02-01	"A2413058R"	16559121000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-03-01	"A2413058R"	18653172000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-04-01	"A2413058R"	17795835000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-05-01	"A2413058R"	18858050000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-06-01	"A2413058R"	19431158000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-07-01	"A2413058R"	17678413000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-08-01	"A2413058R"	19073131000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-09-01	"A2413058R"	19149241000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-10-01	"A2413058R"	18598303000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-11-01	"A2413058R"	20400129000	"Total - All dwellings finance ($'000) ;"	"Original"
2005-12-01	"A2413058R"	19511173000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-01-01	"A2413058R"	15259881000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-02-01	"A2413058R"	17749730000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-03-01	"A2413058R"	21916522000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-04-01	"A2413058R"	17530864000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-05-01	"A2413058R"	23235706000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-06-01	"A2413058R"	22621436000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-07-01	"A2413058R"	20559965000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-08-01	"A2413058R"	21817769000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-09-01	"A2413058R"	19555203000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-10-01	"A2413058R"	19781863000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-11-01	"A2413058R"	21419082000	"Total - All dwellings finance ($'000) ;"	"Original"
2006-12-01	"A2413058R"	19702877000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-01-01	"A2413058R"	17307197000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-02-01	"A2413058R"	19386822000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-03-01	"A2413058R"	22773602000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-04-01	"A2413058R"	20393144000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-05-01	"A2413058R"	25790101000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-06-01	"A2413058R"	26241592000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-07-01	"A2413058R"	23423454000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-08-01	"A2413058R"	24609295000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-09-01	"A2413058R"	21206040000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-10-01	"A2413058R"	23720024000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-11-01	"A2413058R"	24582896000	"Total - All dwellings finance ($'000) ;"	"Original"
2007-12-01	"A2413058R"	22048362000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-01-01	"A2413058R"	19899164000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-02-01	"A2413058R"	20936788000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-03-01	"A2413058R"	19337870000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-04-01	"A2413058R"	20390515000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-05-01	"A2413058R"	20353872000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-06-01	"A2413058R"	19199786000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-07-01	"A2413058R"	20005023000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-08-01	"A2413058R"	17585021000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-09-01	"A2413058R"	18097314000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-10-01	"A2413058R"	19690990000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-11-01	"A2413058R"	18507540000	"Total - All dwellings finance ($'000) ;"	"Original"
2008-12-01	"A2413058R"	20888171000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-01-01	"A2413058R"	16978213000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-02-01	"A2413058R"	18580507000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-03-01	"A2413058R"	23487222000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-04-01	"A2413058R"	22412627000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-05-01	"A2413058R"	24061157000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-06-01	"A2413058R"	25287472000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-07-01	"A2413058R"	24100778000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-08-01	"A2413058R"	21962436000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-09-01	"A2413058R"	23497002000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-10-01	"A2413058R"	23140139000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-11-01	"A2413058R"	22778088000	"Total - All dwellings finance ($'000) ;"	"Original"
2009-12-01	"A2413058R"	22652208000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-01-01	"A2413058R"	16249280000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-02-01	"A2413058R"	17836226000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-03-01	"A2413058R"	21765535000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-04-01	"A2413058R"	19074687000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-05-01	"A2413058R"	21219322000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-06-01	"A2413058R"	21833016000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-07-01	"A2413058R"	20267398000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-08-01	"A2413058R"	19905216000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-09-01	"A2413058R"	19836982000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-10-01	"A2413058R"	19518416000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-11-01	"A2413058R"	21547978000	"Total - All dwellings finance ($'000) ;"	"Original"
2010-12-01	"A2413058R"	21885653000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-01-01	"A2413058R"	15199735000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-02-01	"A2413058R"	16744430000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-03-01	"A2413058R"	20301508000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-04-01	"A2413058R"	17919963000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-05-01	"A2413058R"	21749202000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-06-01	"A2413058R"	21553852000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-07-01	"A2413058R"	19649405000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-08-01	"A2413058R"	21350744000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-09-01	"A2413058R"	20424680000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-10-01	"A2413058R"	19186033000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-11-01	"A2413058R"	21805147000	"Total - All dwellings finance ($'000) ;"	"Original"
2011-12-01	"A2413058R"	21758271000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-01-01	"A2413058R"	16936685000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-02-01	"A2413058R"	18560544000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-03-01	"A2413058R"	20941039000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-04-01	"A2413058R"	18732576000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-05-01	"A2413058R"	23137774000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-06-01	"A2413058R"	21921319000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-07-01	"A2413058R"	20851005000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-08-01	"A2413058R"	21832653000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-09-01	"A2413058R"	20254168000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-10-01	"A2413058R"	22883292000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-11-01	"A2413058R"	23657071000	"Total - All dwellings finance ($'000) ;"	"Original"
2012-12-01	"A2413058R"	21149569000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-01-01	"A2413058R"	18734501000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-02-01	"A2413058R"	19436949000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-03-01	"A2413058R"	22300386000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-04-01	"A2413058R"	23377935000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-05-01	"A2413058R"	27044020000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-06-01	"A2413058R"	24383652000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-07-01	"A2413058R"	26126564000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-08-01	"A2413058R"	24613599000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-09-01	"A2413058R"	25693900000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-10-01	"A2413058R"	28380053000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-11-01	"A2413058R"	29168873000	"Total - All dwellings finance ($'000) ;"	"Original"
2013-12-01	"A2413058R"	27979089000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-01-01	"A2413058R"	22736152000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-02-01	"A2413058R"	24736302000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-03-01	"A2413058R"	27596377000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-04-01	"A2413058R"	27275729000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-05-01	"A2413058R"	30420776000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-06-01	"A2413058R"	29890679000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-07-01	"A2413058R"	30442530000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-08-01	"A2413058R"	27902178000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-09-01	"A2413058R"	30191406000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-10-01	"A2413058R"	32273413000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-11-01	"A2413058R"	30130096000	"Total - All dwellings finance ($'000) ;"	"Original"
2014-12-01	"A2413058R"	33555529000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-01-01	"A2413058R"	25161049000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-02-01	"A2413058R"	26745019000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-03-01	"A2413058R"	33680850000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-04-01	"A2413058R"	31494503000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-05-01	"A2413058R"	32723324000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-06-01	"A2413058R"	35380335000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-07-01	"A2413058R"	34079336000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-08-01	"A2413058R"	31109021000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-09-01	"A2413058R"	33132889000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-10-01	"A2413058R"	32623532000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-11-01	"A2413058R"	33599976000	"Total - All dwellings finance ($'000) ;"	"Original"
2015-12-01	"A2413058R"	34627196000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-01-01	"A2413058R"	23988115000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-02-01	"A2413058R"	28512048000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-03-01	"A2413058R"	31723314000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-04-01	"A2413058R"	30753365000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-05-01	"A2413058R"	34077252000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-06-01	"A2413058R"	35145061000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-07-01	"A2413058R"	31311963000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-08-01	"A2413058R"	32264438000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-09-01	"A2413058R"	33226821000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-10-01	"A2413058R"	31880370000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-11-01	"A2413058R"	36774507000	"Total - All dwellings finance ($'000) ;"	"Original"
2016-12-01	"A2413058R"	34734441000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-01-01	"A2413058R"	27362432000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-02-01	"A2413058R"	28413960000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-03-01	"A2413058R"	35662454000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-04-01	"A2413058R"	28702719000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-05-01	"A2413058R"	37067645000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-06-01	"A2413058R"	36439414000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-07-01	"A2413058R"	31967604000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-08-01	"A2413058R"	34904815000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-09-01	"A2413058R"	32139793000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-10-01	"A2413058R"	33318796000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-11-01	"A2413058R"	37075990000	"Total - All dwellings finance ($'000) ;"	"Original"
2017-12-01	"A2413058R"	33244213000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-01-01	"A2413058R"	27955844000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-02-01	"A2413058R"	29061873000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-03-01	"A2413058R"	31655673000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-04-01	"A2413058R"	29381787000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-05-01	"A2413058R"	35707712000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-06-01	"A2413058R"	32669653000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-07-01	"A2413058R"	31765003000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-08-01	"A2413058R"	31573572000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-09-01	"A2413058R"	27688810000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-10-01	"A2413058R"	31623218000	"Total - All dwellings finance ($'000) ;"	"Original"
2018-11-01	"A2413058R"	31988632000	"Total - All dwellings finance ($'000) ;"	"Original"
1975-10-01	"A2413059T"	77270000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1975-11-01	"A2413059T"	82294000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1975-12-01	"A2413059T"	77505000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-01-01	"A2413059T"	76719000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-02-01	"A2413059T"	77680000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-03-01	"A2413059T"	79682000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-04-01	"A2413059T"	77755000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-05-01	"A2413059T"	83592000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-06-01	"A2413059T"	73082000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-07-01	"A2413059T"	73241000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-08-01	"A2413059T"	80626000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-09-01	"A2413059T"	79651000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-10-01	"A2413059T"	80230000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-11-01	"A2413059T"	80670000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1976-12-01	"A2413059T"	81294000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-01-01	"A2413059T"	73401000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-02-01	"A2413059T"	77077000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-03-01	"A2413059T"	76254000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-04-01	"A2413059T"	72297000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-05-01	"A2413059T"	75659000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-06-01	"A2413059T"	76853000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-07-01	"A2413059T"	76923000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-08-01	"A2413059T"	79259000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-09-01	"A2413059T"	80749000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-10-01	"A2413059T"	84472000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-11-01	"A2413059T"	81364000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1977-12-01	"A2413059T"	74956000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-01-01	"A2413059T"	77479000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-02-01	"A2413059T"	75281000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-03-01	"A2413059T"	74628000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-04-01	"A2413059T"	79454000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-05-01	"A2413059T"	78130000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-06-01	"A2413059T"	79022000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-07-01	"A2413059T"	82561000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-08-01	"A2413059T"	82357000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-09-01	"A2413059T"	86863000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-10-01	"A2413059T"	86767000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-11-01	"A2413059T"	92743000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1978-12-01	"A2413059T"	93956000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-01-01	"A2413059T"	99505000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-02-01	"A2413059T"	99529000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-03-01	"A2413059T"	97704000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-04-01	"A2413059T"	91290000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-05-01	"A2413059T"	99147000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-06-01	"A2413059T"	107608000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-07-01	"A2413059T"	103041000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-08-01	"A2413059T"	101172000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-09-01	"A2413059T"	101469000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-10-01	"A2413059T"	101486000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-11-01	"A2413059T"	100486000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1979-12-01	"A2413059T"	94216000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-01-01	"A2413059T"	102606000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-02-01	"A2413059T"	105628000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-03-01	"A2413059T"	103285000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-04-01	"A2413059T"	108673000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-05-01	"A2413059T"	112993000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-06-01	"A2413059T"	104498000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-07-01	"A2413059T"	100502000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-08-01	"A2413059T"	110960000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-09-01	"A2413059T"	104013000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-10-01	"A2413059T"	105945000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-11-01	"A2413059T"	99350000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1980-12-01	"A2413059T"	102485000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-01-01	"A2413059T"	102867000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-02-01	"A2413059T"	99377000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-03-01	"A2413059T"	97136000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-04-01	"A2413059T"	100061000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-05-01	"A2413059T"	96312000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-06-01	"A2413059T"	94599000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-07-01	"A2413059T"	96974000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-08-01	"A2413059T"	94902000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-09-01	"A2413059T"	92833000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-10-01	"A2413059T"	89771000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-11-01	"A2413059T"	90473000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1981-12-01	"A2413059T"	90666000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-01-01	"A2413059T"	88068000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-02-01	"A2413059T"	83568000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-03-01	"A2413059T"	87078000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-04-01	"A2413059T"	82005000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-05-01	"A2413059T"	82183000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-06-01	"A2413059T"	81614000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-07-01	"A2413059T"	77480000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-08-01	"A2413059T"	83051000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-09-01	"A2413059T"	80079000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-10-01	"A2413059T"	83712000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-11-01	"A2413059T"	89520000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1982-12-01	"A2413059T"	89986000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-01-01	"A2413059T"	94830000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-02-01	"A2413059T"	98208000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-03-01	"A2413059T"	104578000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
