Salary,NG
0,0
0,0
38218,0
21986,0
21681,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15255,0
0,0
0,0
45662,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
75154,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4635,0
0,0
1084,0
0,0
0,0
0,0
0,0
0,0
58442,0
11184,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30544,0
0,0
0,0
0,0
0,0
0,0
7693,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26900,0
0,0
0,0
134916,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9801,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37093,0
0,0
0,0
0,0
70180,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23911,0
0,0
0,0
8045,0
0,0
0,0
17346,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18457,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14495,0
26603,0
0,0
526,0
25093,0
0,0
16713,0
0,0
0,0
0,0
26990,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12042,0
0,0
11170,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
526,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
42993,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
87523,0
0,0
0,0
0,0
46069,0
0,0
526,0
66320,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17163,0
10788,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35743,0
0,0
4366,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16570,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
43484,0
0,0
0,0
0,0
0,0
0,0
25050,0
0,0
0,0
0,0
5478,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13743,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21126,0
0,0
0,0
0,0
7963,0
0,0
0,0
79379,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3682,0
0,0
3918,0
23601,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
3562,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33985,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
12750,0
0,0
0,0
0,0
0,0
0,0
44709,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
1106,0
161814,0
40628,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2278,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
28434,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13736,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21329,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19029,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
68955,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
91521,0
0,0
0,0
4575,1
0,0
0,0
0,0
0,0
0,0
0,0
4485,0
0,0
0,0
0,0
0,0
0,0
57002,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
28480,0
0,0
0,0
18820,0
0,0
0,0
0,0
78305,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
20606,0
0,0
0,0
0,1
0,0
0,0
0,0
4059,0
20463,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3237,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9002,0
0,0
0,0
0,0
63427,0
0,0
23526,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
41955,0
0,0
0,0
5340,0
0,0
0,0
0,0
0,0
0,0
9474,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
81938,0
0,0
0,0
0,0
0,0
0,0
0,1
66973,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
171191,0
0,0
0,0
0,0
0,0
0,0
97441,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2556,0
0,0
0,0
21540,0
0,0
0,0
0,0
0,0
90478,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
4229,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10670,0
0,0
0,0
62894,0
0,0
0,0
0,0
0,0
0,0
25746,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13776,0
15769,0
0,0
0,0
0,0
0,0
0,0
0,0
32025,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
69913,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19505,0
0,0
85232,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5857,0
0,0
0,0
46496,0
0,0
0,0
0,0
45465,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
32451,0
18414,0
0,0
0,0
0,0
0,0
526,0
0,0
0,0
18476,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32080,1
0,0
0,0
0,0
0,0
0,0
0,0
5341,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5115,0
9300,0
28366,0
0,0
0,0
99673,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19817,0
0,0
17702,0
0,1
0,0
18209,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11985,0
0,0
0,0
0,0
0,0
0,0
0,0
5375,0
0,0
0,0
0,0
0,0
0,0
0,0
14387,0
0,0
0,0
48506,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
526,1
0,0
0,0
67093,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
12355,0
0,0
0,0
0,0
3831,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
44110,0
0,0
0,0
0,0
0,0
0,0
0,0
152892,0
41799,0
26913,0
0,0
0,0
0,0
0,0
0,0
6673,0
0,0
0,0
0,0
0,0
0,0
0,0
10270,0
31334,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2055,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14590,0
0,0
0,0
0,0
0,0
26994,0
28117,0
0,0
19691,0
0,0
0,0
0,0
13521,0
0,0
0,0
22039,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
10219,1
0,0
0,0
0,0
0,0
0,0
16660,0
0,0
0,0
0,0
0,0
58609,1
28251,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9621,0
11371,0
0,0
20460,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3874,0
0,0
0,0
0,0
0,0
0,0
61536,0
0,0
0,0
0,0
63929,0
0,0
0,0
1630,0
76213,0
0,0
0,1
0,0
0,0
0,0
0,0
16089,0
0,0
40311,0
17727,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16593,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
65088,0
47520,0
4705,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
59654,0
0,0
12845,0
21626,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
41091,0
0,0
0,0
0,0
32430,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7087,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11979,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
526,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
52768,0
0,0
0,0
0,0
1383,0
0,0
0,0
0,0
0,0
0,0
79950,1
4859,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35895,0
0,0
7462,0
526,0
0,0
0,0
0,0
6674,0
0,1
0,0
0,0
0,0
0,0
0,0
52515,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
13401,0
0,0
0,0
0,0
3262,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14304,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21100,0
0,0
0,0
0,0
33855,0
43084,0
0,0
0,0
0,0
0,0
0,0
0,0
2626,0
0,0
0,0
0,0
6012,0
0,0
0,0
0,0
0,1
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
24386,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5771,0
0,0
3657,1
0,0
0,0
0,0
28677,0
0,0
0,0
0,0
13670,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16996,0
46373,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3522,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
51403,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
526,0
0,0
0,0
13919,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13688,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
69692,0
0,0
0,0
0,0
0,0
0,0
5662,0
0,0
16050,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
96482,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
18026,0
0,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
37608,1
0,1
0,0
0,0
52174,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
2956,0
22249,0
25405,0
0,0
11305,0
0,0
0,0
0,0
0,0
14160,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27675,0
0,0
526,0
0,0
0,0
0,0
0,0
40985,0
0,0
0,0
0,0
0,0
0,0
3133,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41666,0
0,0
0,0
19583,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
53571,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
20612,0
111151,0
0,0
0,0
112054,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11353,0
0,0
16821,0
0,0
6609,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
59822,0
55517,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15575,0
0,0
0,0
0,0
0,0
80460,0
0,0
18020,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17577,0
0,0
0,0
0,1
12492,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13913,0
0,0
6169,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12949,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14045,0
0,0
0,0
1418,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1049,0
0,0
0,0
42399,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
29997,0
0,0
0,0
52666,0
0,0
41515,0
0,0
0,0
0,0
0,0
0,0
0,0
11842,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16494,0
0,0
0,0
1061,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32765,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
64027,0
0,0
0,0
0,0
0,0
0,0
65353,0
0,0
0,0
27731,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10890,0
0,0
0,0
11951,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
15147,0
0,0
0,0
0,0
0,1
0,0
0,0
17743,0
9453,0
0,0
0,0
0,0
0,0
0,0
47506,0
24869,0
0,0
0,0
0,0
21620,0
0,0
0,0
0,0
0,0
0,0
43154,0
122970,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30150,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1083,0
0,0
0,0
0,0
0,0
3694,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17378,0
0,0
172008,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32773,0
0,0
0,0
0,0
0,0
20020,0
8108,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12918,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1060,0
0,0
0,0
0,0
0,0
48932,0
70952,0
0,0
5438,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16864,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11062,0
0,0
0,0
56909,0
3758,0
0,0
0,0
0,0
16854,0
0,0
0,0
0,0
0,0
0,0
39732,0
0,0
0,0
20376,0
0,0
0,0
0,0
526,0
0,0
3802,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
108762,1
0,0
0,0
0,0
0,0
6701,0
0,0
0,0
0,0
0,0
46790,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
24766,0
0,0
0,0
36054,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23707,0
0,0
7371,0
0,0
0,0
0,0
0,0
30172,0
0,0
20058,0
0,0
0,0
0,0
0,0
0,0
4351,1
0,0
0,0
15024,0
0,0
0,0
0,0
0,0
7500,0
0,0
0,1
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
3938,0
0,0
2560,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10756,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
112560,0
0,0
7465,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5163,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
20154,0
0,0
0,0
0,0
0,0
0,0
45480,0
0,0
0,0
0,0
0,0
0,0
0,0
137702,0
9940,0
0,0
0,0
526,0
7451,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
84009,0
0,0
0,1
0,0
0,0
105785,0
0,0
0,0
0,0
27193,0
0,0
0,0
0,0
0,0
0,0
0,0
154183,0
0,0
0,0
0,0
0,0
0,0
37526,0
0,0
0,0
0,0
0,0
0,0
5547,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47696,0
0,0
0,0
0,0
0,0
118774,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
51953,0
0,0
0,0
0,0
50029,1
0,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
58263,0
0,0
0,0
0,0
0,0
0,0
9578,0
0,0
0,0
39420,0
0,0
0,0
0,0
0,0
12438,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
79875,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16245,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6245,0
0,0
7289,0
0,0
0,0
0,0
22056,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
25916,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22969,0
0,0
0,0
0,0
0,0
17477,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
35923,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19621,0
0,0
0,0
58272,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2700,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7430,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
75276,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4445,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35067,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2303,0
0,0
17447,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
51984,0
0,0
4090,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21200,0
0,0
0,0
0,0
0,0
0,0
69930,0
0,0
122641,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27380,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32861,0
47862,0
0,0
0,0
0,0
0,0
0,0
32120,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
63780,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
91048,0
12803,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
0,0
12152,0
0,0
0,0
0,0
46711,0
0,0
0,0
0,0
0,0
0,0
0,0
4426,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6104,0
5818,0
83148,0
0,0
28409,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1861,0
526,0
13261,0
90193,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18352,0
66614,0
0,0
0,0
0,0
0,0
17947,0
82975,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8263,0
0,0
197790,0
0,0
0,0
0,0
0,0
0,1
0,0
30672,0
25872,0
0,0
0,0
49648,0
0,0
0,0
0,0
47393,0
0,0
526,0
80862,0
0,1
14304,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41552,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14672,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34817,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3824,0
0,0
0,0
0,0
0,0
14817,0
0,0
0,0
0,0
73158,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37196,0
0,0
0,0
0,0
0,0
0,0
0,0
2725,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16153,0
0,0
0,0
0,0
13232,0
0,0
41855,0
0,0
0,0
0,0
0,0
0,0
0,0
47843,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
89623,0
0,0
0,0
17682,0
0,0
0,0
0,0
0,0
0,0
0,0
33721,0
0,0
0,0
0,0
0,0
0,0
0,0
5275,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19163,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9460,0
0,0
0,0
0,0
0,0
0,0
22283,0
0,0
7524,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
526,0
0,0
0,0
25720,0
0,1
69932,0
0,0
0,0
0,0
0,0
0,0
58496,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1451,0
0,0
0,0
0,0
0,0
0,0
0,0
14987,0
0,0
0,0
0,0
526,0
0,0
0,0
0,0
36090,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27633,0
15312,0
0,0
0,0
0,0
36863,0
0,0
0,0
0,0
0,0
36820,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37371,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1319,0
0,0
73359,0
85476,0
2580,0
8443,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1925,0
0,0
0,0
0,0
0,0
