Salary,NG
70293,0
25529,0
117659,0
37570,0
6598,0
8204,0
0,0
145762,0
0,0
20928,1
69377,0
108374,0
58664,0
0,1
0,0
122854,0
23129,0
0,0
76668,1
175262,1
0,0
85331,0
0,0
109287,0
79429,0
25994,0
51608,0
0,0
32782,0
15166,0
33239,0
41785,0
88224,1
90870,0
66539,0
76133,0
0,0
21811,0
68246,0
81928,1
16784,0
64691,0
23224,0
67234,0
16587,0
72054,0
58594,1
112139,0
0,0
117165,0
82958,0
53145,0
23992,0
51914,0
59607,0
64806,0
220338,0
69887,0
0,1
57270,0
173661,0
0,0
65691,1
109920,1
81415,0
38856,0
55589,0
5261,0
0,1
76680,0
61587,0
64963,0
30640,0
0,1
0,0
0,0
94842,0
35339,0
0,0
52346,0
86258,0
1062,1
28738,0
47889,0
0,0
0,0
91819,0
63329,0
70188,0
0,0
64256,0
82030,0
0,0
62259,1
44478,0
35493,1
21003,0
141501,1
130038,1
52421,0
85989,0
15765,0
79909,0
0,0
31908,0
143688,0
49090,0
29283,1
0,0
61214,0
62513,0
64894,0
69352,1
65856,1
119406,0
0,0
58755,0
85188,0
0,1
16277,0
19072,0
80966,0
0,0
69934,0
44472,0
46959,0
50144,0
67871,0
82326,0
146078,0
59865,0
129274,0
50128,0
0,0
57260,0
192683,0
0,1
8701,0
38715,1
167494,0
17288,0
0,0
110262,1
56543,0
109029,0
0,0
228492,1
126969,1
0,0
75692,0
0,0
30289,0
91334,0
93462,1
0,0
2627,0
43285,0
33782,1
8148,0
10981,1
62019,0
0,0
30282,0
0,0
75644,0
0,0
88859,0
30860,0
0,0
51413,0
21656,0
108893,0
0,0
187139,0
58413,0
61802,0
131282,1
113232,1
43885,0
0,0
30641,0
65707,0
112025,0
85261,0
54468,0
65741,0
36228,0
69600,1
113668,0
56279,0
28815,0
69473,0
179227,1
45603,0
28170,0
14310,0
60870,1
101266,0
40692,0
62886,0
17721,1
46598,0
18253,0
70708,0
0,0
0,0
26245,0
129371,1
17052,0
70708,0
63587,0
60355,1
94797,0
53048,0
63148,0
127422,0
82244,0
0,0
102109,0
96424,1
0,1
15425,0
0,0
81784,0
51365,1
33292,0
12705,0
0,0
46683,0
37596,0
32211,0
187402,0
53105,0
60895,0
54799,0
29977,0
27453,0
37963,0
95077,0
61557,0
47654,0
103356,0
32176,0
78594,0
56496,0
0,1
106759,0
0,0
93821,0
0,1
44784,0
94824,0
0,0
19539,1
88353,0
0,0
19642,0
44573,0
65709,1
0,0
73080,0
92143,0
28303,0
3078,0
17451,0
67706,0
32173,0
16272,0
53128,0
51427,0
27206,0
34920,0
75488,0
0,0
80728,0
32252,0
71802,0
82336,0
71602,1
6442,0
32609,0
64298,1
0,1
0,0
42973,0
56733,0
0,1
17546,0
34691,1
0,0
114063,0
67878,1
0,0
18614,0
48495,0
40158,0
137526,0
72733,0
3081,0
60468,0
62896,0
0,0
27848,0
59222,0
94863,0
43980,0
0,1
68416,0
0,0
111022,0
54569,0
49492,0
182098,0
10790,0
24478,0
104698,1
90054,0
95385,0
96121,0
66914,0
53561,0
26969,0
114407,0
43895,0
0,0
0,0
104220,0
6636,0
100742,0
72150,1
217411,0
23017,0
21135,0
15146,0
25058,0
68473,1
10967,0
38910,0
42622,1
73814,0
115646,0
82614,0
41081,0
25443,0
131928,0
70490,0
38664,0
68223,0
42464,0
33757,0
69638,0
117887,0
16573,0
48647,1
6984,0
131181,0
0,0
43355,0
116797,0
75046,0
111153,1
62642,0
58284,0
41142,0
26088,1
92702,0
56909,0
78643,0
55713,0
66748,1
39112,0
46502,0
182003,0
133690,0
118060,0
0,0
74476,0
94134,0
20401,0
81544,1
74816,1
0,0
55399,0
45568,0
117013,0
138401,0
158997,0
43592,0
58559,0
58592,0
98605,0
64961,0
35495,0
0,1
73871,0
54273,0
51827,0
2083,0
65030,0
3657,0
64735,0
107559,0
70017,0
0,0
6130,0
89059,0
0,0
0,1
70459,0
0,1
77789,0
27295,0
135251,0
80733,0
49440,0
21107,0
63269,0
75725,0
104403,0
0,0
41778,1
104667,0
90161,0
22522,0
89325,0
187145,0
0,1
0,0
165747,0
47845,0
35603,0
30530,0
38368,1
138030,1
4860,1
99258,0
91276,0
83023,0
89717,0
10055,0
16850,0
11266,0
74420,0
239249,0
0,0
105984,0
60378,0
61776,0
116224,1
63098,0
82042,1
109788,0
72198,0
53639,0
155254,0
55684,0
0,0
53711,1
71242,0
69882,1
168149,1
0,0
0,0
16068,0
37477,0
156156,0
129957,0
52443,1
38384,0
98289,0
0,0
88190,0
42436,0
29444,0
44072,0
28464,0
192280,1
11494,0
61984,0
97467,0
0,0
0,0
68302,0
17962,0
98525,0
35895,0
68670,0
0,0
34126,0
37420,0
0,0
0,0
0,0
67036,0
38610,0
15239,0
35168,1
102409,0
78375,0
53977,1
51162,0
130861,0
192642,0
148404,0
79849,1
32148,0
22375,0
84837,0
78357,0
42521,0
35070,0
0,0
77704,0
0,0
0,1
116837,1
34652,0
88586,0
62875,1
0,1
63136,0
18472,0
24928,0
43196,1
41867,0
0,0
0,0
28453,0
45877,0
103253,0
2991,0
78791,1
57227,0
168079,0
47806,0
32796,0
49523,0
0,0
57563,1
65639,0
36615,0
53120,0
0,0
83097,0
118164,0
0,0
239936,0
22073,0
57346,0
15635,0
526,0
74885,0
40571,0
97782,0
21062,0
68870,0
34216,0
4105,0
66738,0
65545,0
17901,0
33069,0
0,0
52970,0
55529,0
0,0
81316,0
38126,0
71976,0
36134,0
53207,0
122831,1
187105,0
63905,0
151859,1
30588,1
0,0
0,0
164326,0
59758,0
0,0
70213,0
80535,0
84738,0
27462,0
0,0
0,0
4705,0
36830,0
40783,0
6545,0
0,0
0,1
20727,1
27955,0
68868,1
48806,0
62017,1
13566,0
91644,0
84199,0
0,0
89244,0
0,0
60222,0
27630,0
35485,1
21106,0
0,0
38743,0
50252,0
9141,0
11375,0
62672,1
44736,0
102047,0
53969,1
55731,0
0,0
32774,0
98949,0
42981,0
170914,1
48728,0
31246,0
4590,0
0,0
0,0
0,0
39971,0
0,0
42421,0
71959,0
37511,0
57155,0
0,0
16509,0
32065,0
235991,0
127696,0
82655,0
38220,0
21746,0
0,0
152166,0
61106,0
16172,0
4927,0
97935,0
75348,1
50578,0
126068,0
0,0
0,0
63090,0
15155,0
3156,1
75057,0
62767,1
55031,0
88347,0
0,1
29847,0
12883,0
42761,0
118098,0
48178,0
33834,0
39013,0
0,0
18734,0
118852,0
71419,0
158672,0
73200,1
120815,0
44890,0
113005,0
0,0
63100,0
27280,0
54948,0
43506,0
200059,0
78488,0
71565,1
105575,0
74738,0
64248,0
19703,1
0,1
63150,1
0,1
58277,0
69811,0
0,0
204544,0
46267,0
0,0
157536,0
0,0
87934,0
54157,1
36360,0
0,0
0,0
87134,0
526,0
119790,0
12543,0
50251,0
74480,0
0,0
48600,0
0,1
53059,1
0,0
0,0
28200,1
0,0
91620,0
51238,0
0,0
0,0
102999,0
0,0
0,0
42581,0
0,0
23446,0
183004,1
71646,0
78892,0
61987,0
6468,0
34050,0
42537,0
75497,1
0,1
0,0
84475,0
146782,0
0,0
43950,1
86178,0
0,0
46546,0
0,0
4436,0
59360,0
8509,0
172988,1
0,0
54073,0
87636,0
67863,0
0,0
46571,0
32678,0
0,0
68573,0
44813,0
0,0
41020,0
105019,0
53069,1
55289,0
118310,0
96764,0
0,0
59085,1
104505,0
108473,1
99959,0
47775,0
3676,0
74252,0
0,0
70271,0
0,0
53229,0
0,0
0,0
30403,1
38653,0
49633,0
0,0
62620,0
0,0
36198,0
0,0
116802,0
32378,0
28308,0
12709,0
104649,0
216378,0
155387,0
62134,0
91916,0
34905,1
0,0
0,0
51343,0
44180,1
85471,0
199337,0
85644,1
117462,1
46502,0
6257,0
9203,0
41381,0
75344,0
86204,0
56620,0
48471,1
67261,1
115681,0
28999,0
19892,0
33349,0
182383,0
46511,1
0,0
23748,0
99759,1
80652,1
92110,0
26359,0
11426,0
0,0
98079,0
47445,0
43837,0
47522,0
80044,0
34469,0
57485,1
68812,0
44928,0
2366,0
0,0
165636,1
84489,0
110142,0
24728,1
43217,0
0,0
42917,0
40540,0
54076,0
97063,1
71756,0
155768,0
27571,0
98873,0
0,0
0,0
0,0
19588,0
0,0
85009,1
0,0
78178,1
65618,0
36625,0
44726,0
27373,0
4223,0
0,0
39372,0
40132,0
135450,0
107680,0
61431,0
133801,0
62565,0
95206,0
0,0
0,0
0,0
0,0
82649,0
103815,0
0,0
14429,0
64437,0
28019,1
0,0
68285,0
60376,0
10485,0
75652,1
0,0
0,0
49137,0
138522,0
164508,0
0,0
114088,1
0,0
124266,0
19264,0
54745,0
212782,1
0,0
99792,0
0,0
55693,1
0,0
44150,0
0,0
60787,0
57485,0
56219,0
23532,0
0,0
12979,0
126247,0
53363,0
0,0
0,0
49670,0
0,0
0,0
53550,0
66883,0
8869,0
57343,0
35007,0
45686,0
0,1
62601,0
0,0
0,1
38104,0
29903,0
40262,0
72323,1
0,0
91855,0
11241,0
91626,0
52629,0
158727,0
76692,0
133845,1
104396,1
0,0
14302,0
233787,0
36272,0
71823,0
55339,0
68277,0
144685,0
94742,0
0,0
42893,0
173286,0
23641,0
159499,1
103346,0
42158,0
74918,0
0,0
0,0
21336,0
34553,1
94367,0
76865,0
19967,0
22723,0
46277,0
0,0
75940,0
0,0
56692,0
0,0
91419,0
0,0
158244,0
0,0
239400,1
61612,0
74010,0
65315,1
20298,0
72517,0
92812,0
81964,0
44817,0
35319,0
73468,1
8121,1
0,0
42872,0
0,0
135000,0
0,1
37970,1
63960,1
170525,1
0,0
178594,0
41355,1
0,0
118368,0
116436,0
93301,1
75953,0
47350,1
10480,0
95992,0
160384,0
0,0
43569,1
73355,0
79142,0
19419,0
39013,0
27942,0
33125,0
50419,0
0,0
0,0
125788,0
31898,1
71004,0
47099,0
0,0
67400,0
90872,0
110113,1
32623,1
51815,0
0,0
76133,0
8059,0
90342,0
0,0
0,0
157197,0
34144,0
0,0
46713,0
35736,1
99626,0
0,0
89414,0
0,0
174228,0
60887,0
62539,0
7959,0
47086,0
37518,0
67392,0
0,0
72101,0
15534,0
137642,1
0,0
0,0
0,0
48280,0
31326,0
43510,0
70797,0
0,0
65174,0
56112,0
124636,0
45025,0
33594,0
0,0
0,0
44741,0
52783,1
31496,0
19440,0
70166,0
166578,0
94283,1
99152,0
38870,0
69198,0
46124,1
20250,0
65633,1
0,0
45438,0
29928,1
526,0
0,0
0,0
0,0
9641,0
55835,1
10524,0
20348,1
0,0
103183,0
0,0
46983,0
26313,0
0,0
46021,1
0,0
81522,0
38917,1
57665,0
91665,0
0,0
107835,0
20820,0
135453,0
72003,0
61566,0
51600,0
29882,0
23767,0
41647,1
0,0
178116,0
0,0
104311,0
83070,0
21785,1
45976,0
14384,0
66990,0
0,1
47012,1
45143,0
32452,0
53267,0
103266,1
82278,0
111932,0
0,0
165831,0
0,0
8494,0
96276,0
70910,0
101317,0
0,0
42601,0
156743,0
77686,0
0,0
0,0
24015,0
71007,1
15199,0
109528,0
64625,0
47155,0
45861,0
30449,0
0,0
33321,0
0,0
64297,1
52178,0
87445,1
60097,0
30034,0
69419,0
52570,0
40260,0
57600,0
0,0
0,0
140784,0
88953,0
120087,0
0,0
29001,0
26253,0
13823,0
5436,0
104660,0
136583,0
45984,0
0,0
29189,0
0,0
85974,0
49969,0
0,1
83778,0
98131,0
101812,0
16473,0
21156,0
12850,0
41098,0
83744,0
44408,0
40641,0
69203,0
91629,0
140443,1
0,0
174112,0
63232,0
23166,0
114807,1
41118,1
48709,0
44629,1
0,0
38639,0
64872,1
0,0
65441,0
0,0
0,0
125466,0
47435,0
108833,0
24988,0
43496,0
24616,0
61587,0
79495,0
25946,0
235058,0
17543,0
212745,0
61225,0
79934,0
0,0
98116,0
21970,0
0,0
16034,0
35201,0
65155,0
48085,0
33324,0
34108,0
60384,1
56158,0
0,1
25814,0
38890,0
60596,0
154295,1
111126,0
52156,0
43842,1
72639,1
93894,0
0,0
12001,0
68627,0
45027,0
51673,0
133069,1
88098,0
70851,1
53950,0
120544,1
230221,0
175624,1
27855,0
144281,0
68550,0
62017,1
0,0
0,0
110753,0
107680,0
10882,0
2913,1
91509,0
0,0
79519,0
0,0
0,1
48857,0
1127,1
0,1
29325,0
45231,0
45981,0
72269,0
27113,0
59409,0
59322,0
5185,1
46834,0
38625,0
75852,0
69918,1
51273,0
117943,0
74298,0
22346,0
50257,0
60201,0
30331,0
68768,0
55533,0
36413,0
37030,0
88645,0
39183,0
51383,0
11250,0
62773,0
88337,0
41449,0
83850,0
53774,0
51123,0
77002,0
67077,0
0,0
126417,0
99115,0
0,0
199389,0
0,1
124029,0
43376,0
79676,0
24654,0
36414,0
19963,1
107824,0
46007,0
16820,0
4199,0
115663,1
109973,0
56502,0
70968,0
0,1
93631,0
55100,0
197559,1
59798,0
7589,0
0,0
57410,0
0,0
167608,0
88555,0
71499,1
0,0
96992,0
32198,0
0,0
0,0
85936,0
45912,0
69510,0
30485,0
40023,0
0,0
21031,0
119044,0
31744,0
0,1
47711,1
154121,0
0,0
41195,0
0,0
104709,1
0,0
49889,0
0,0
57300,0
69965,1
114211,1
121615,1
53362,0
119829,1
40235,0
36477,1
44856,1
32130,0
156473,1
0,0
112558,1
84931,0
0,0
208996,0
0,0
38151,0
78637,0
51682,0
18382,0
137178,0
0,0
39022,0
57855,0
93647,0
0,0
117350,0
128372,1
0,0
44482,0
12948,0
132007,0
49506,0
54900,0
54469,0
27690,0
0,0
88485,0
50235,1
52691,0
0,0
22877,0
51560,0
136481,0
34926,0
22279,0
41934,0
22290,0
63916,0
16877,0
101267,0
0,0
89698,1
41011,0
14896,0
235573,1
32458,0
0,0
0,0
68536,0
21070,0
37836,0
0,0
43465,0
0,0
69070,0
0,0
0,0
42809,1
0,0
135098,0
52091,0
150295,1
24189,0
142966,1
48161,0
0,0
53816,0
214228,0
118430,0
57524,0
59267,0
34028,0
202729,0
94693,0
88413,0
33165,0
103402,0
0,0
59537,0
34430,0
163786,1
37933,0
60973,0
105257,1
38483,1
0,0
128044,0
37439,0
92693,0
67650,0
152415,0
114478,0
38274,0
0,0
30860,0
0,1
41926,0
0,0
112084,1
128171,0
137431,0
37334,1
58611,0
41692,0
42046,1
47235,0
59902,1
52474,0
22214,0
26658,0
55975,1
0,0
67727,0
0,0
53833,0
47896,0
52201,1
93177,1
0,0
48600,0
56141,0
30672,0
77544,0
0,0
24369,0
0,0
4931,1
20499,0
0,0
0,0
64279,0
21806,1
0,0
0,0
7462,1
79832,0
58527,0
18550,0
29823,0
68026,0
56212,0
44941,1
132157,0
135138,0
45983,0
31799,0
72147,0
48605,0
64162,0
60835,0
46852,0
63826,0
152317,0
11700,0
0,1
132704,0
63907,0
56927,0
61753,1
120062,0
12636,0
526,0
159022,0
16417,0
59652,0
15615,0
106201,0
46145,0
0,0
55100,0
82955,0
0,0
48579,0
106295,1
0,1
70540,0
50476,0
88461,0
166470,0
0,0
0,0
214981,1
0,0
0,0
35811,0
118987,0
6970,0
77858,0
31719,0
40857,0
42746,0
43993,1
78696,0
0,0
18822,0
45948,0
51428,0
24303,0
61753,0
82829,0
0,0
32395,0
95073,0
59741,1
130628,0
120305,0
39156,0
25081,0
84045,0
136940,0
23678,1
19674,0
0,0
32611,0
0,0
85900,0
82796,0
0,0
0,0
146079,0
46335,0
173206,0
0,1
0,0
105790,0
93451,0
115137,0
65599,0
99578,0
70425,0
0,0
0,0
30663,0
25577,1
155666,0
55824,0
0,0
5181,0
104972,0
74764,0
0,0
32964,0
87906,1
70171,1
45137,0
74883,0
212571,0
49366,1
0,0
39611,0
25826,0
49764,1
34736,0
0,0
104408,0
61527,0
65007,0
46494,0
28080,0
47238,0
14572,0
83948,0
132979,0
0,0
217861,0
72546,1
99477,1
29730,0
200875,0
0,0
56379,0
98942,0
22998,0
60622,0
0,0
20788,0
24752,0
189348,1
33294,0
85316,0
47558,0
22115,1
16945,0
62882,0
0,0
69145,1
0,0
57225,0
94999,0
60956,0
66785,0
17778,0
0,0
33888,0
54283,0
9007,0
32234,0
0,0
151146,0
116711,0
48721,0
0,0
47514,0
0,0
90193,0
39221,0
4635,0
48456,0
50002,0
76962,0
21501,0
40883,0
0,0
78360,0
97567,0
50783,0
123384,0
84470,0
83164,0
19724,0
77053,0
10733,0
0,0
0,0
47794,0
0,0
0,0
54981,0
88490,1
52678,0
0,0
83171,0
76106,0
73615,0
0,0
0,0
172642,0
123448,0
80954,1
122597,0
0,0
99567,0
35469,0
44238,0
55738,0
76416,0
53739,0
42823,0
65945,1
32324,0
167506,0
30007,1
0,0
0,0
147835,0
122216,0
106015,1
51360,0
51342,0
120504,0
0,0
63154,0
30207,0
0,0
39246,0
57036,0
0,1
63469,0
0,1
15591,0
86987,0
93476,0
0,0
176367,1
80863,0
34430,0
48123,0
57429,0
78551,0
40546,0
78051,0
80602,1
42897,1
59540,0
127920,0
0,0
24213,0
47477,0
65568,1
78438,0
0,0
82000,0
71963,0
52080,0
53341,0
0,0
58433,0
0,0
18274,0
0,1
155038,0
61750,0
61166,0
58310,0
63616,0
91287,0
0,0
24632,1
0,0
114719,1
0,0
50301,1
20868,0
60761,0
94257,0
57536,0
142042,0
65114,1
28124,0
526,0
56295,0
28937,1
35410,0
30481,0
44968,0
69563,0
0,0
18594,0
46554,0
0,0
0,0
97346,0
67721,0
55978,1
41844,0
30171,0
103401,1
75782,0
69007,0
230908,0
35636,0
0,0
86627,1
81140,0
80801,0
0,0
53704,0
0,0
60057,0
23764,0
41449,0
50156,0
57293,0
0,0
90651,0
71599,0
19987,0
12950,0
0,0
0,0
0,0
78058,0
0,0
118453,0
28411,0
65640,0
119802,1
80780,0
60667,0
0,0
60403,1
0,0
0,0
80037,1
63421,0
0,0
75804,0
57395,0
55190,0
63736,0
95008,1
89454,1
35272,0
92673,0
0,0
0,0
0,0
38821,0
75086,0
89353,0
53476,0
103363,0
0,0
104038,1
190998,0
0,0
56955,1
5114,0
23152,0
0,0
0,0
48134,0
0,0
49279,1
111588,0
85028,0
9235,0
4946,0
9181,0
21160,0
0,0
20770,1
60719,1
18559,0
89792,0
102801,0
29620,0
56850,0
26203,1
0,0
0,1
127519,0
43254,0
92262,0
36309,0
49267,0
61398,0
25774,0
68207,0
189632,1
78050,0
40623,0
45458,0
89078,0
0,0
44760,1
42509,0
109086,0
0,1
84510,0
52984,0
85642,0
35269,0
0,0
134349,0
0,1
64098,0
83781,0
36000,0
43071,0
75055,0
34445,0
47126,0
109649,0
23321,0
81478,0
74981,0
0,0
156842,0
97164,0
3426,0
118225,0
81629,0
23508,0
0,0
128288,0
47088,0
67933,0
90964,0
46767,0
87087,1
19958,0
55708,0
47087,0
19677,0
0,0
69922,0
46827,0
147765,0
2076,0
25110,0
32486,0
34827,0
15157,0
46354,0
29825,0
36426,0
108514,1
91864,0
80838,0
0,0
526,0
103450,0
45742,0
97971,1
24876,0
0,0
0,0
58956,0
32672,0
142790,0
70282,0
109114,1
2795,0
88487,0
0,0
24709,0
34583,0
92802,0
18519,0
132337,0
68688,1
0,0
38543,0
81376,0
51131,0
0,0
83852,0
24505,0
75739,0
37225,0
0,0
0,0
46821,0
27444,0
77991,0
21926,0
71784,1
0,0
39510,0
73906,1
30770,0
80177,0
35164,0
0,0
44324,0
84581,0
33363,1
58856,0
0,0
0,0
39986,0
50219,0
75903,0
49438,0
0,1
22475,0
82179,0
120044,1
47927,0
208713,0
34675,0
77778,0
0,0
100479,0
0,0
4181,0
91197,0
80132,0
50353,0
66952,1
42722,1
123881,0
7847,0
0,0
70646,0
40492,0
63943,0
81341,0
0,0
69367,0
95527,1
41177,0
131905,0
57413,0
51671,0
60192,0
206279,0
62700,0
51578,0
43276,0
73535,1
40688,0
0,0
20190,0
30524,0
8247,0
38942,0
0,0
58279,0
73701,0
45707,0
44374,0
76099,0
46654,0
0,1
142025,1
60749,0
122999,0
37688,1
32573,0
0,0
38225,0
73334,0
35290,0
72555,0
41687,0
26662,0
39818,0
0,0
43911,0
0,1
14727,0
0,0
7619,1
0,0
0,0
64392,1
93962,0
104681,0
16862,0
39061,0
116629,1
0,0
0,0
123242,1
43643,0
526,0
73121,0
46613,0
85138,0
149128,0
24523,0
0,1
0,0
147546,0
85503,0
0,0
0,0
43618,0
28183,0
46112,0
7745,0
37385,0
30414,0
56326,0
50185,0
98779,0
8334,0
21651,0
63945,1
48641,0
15042,0
22693,1
74525,0
123177,1
51229,0
76736,0
45470,0
26769,1
155256,0
100782,0
39974,0
97320,0
56063,0
0,0
0,0
0,0
95396,0
111069,0
98441,0
79971,0
56933,0
102287,0
119783,1
89093,1
30063,1
0,0
0,1
97874,1
0,0
112514,0
60722,1
11639,0
41898,0
52481,0
102772,1
0,0
49180,0
0,0
68233,0
30246,1
79345,0
52732,0
35039,0
41346,0
122004,1
0,0
38709,0
40483,0
22200,0
48647,0
63861,0
0,1
0,0
64762,0
526,0
27648,0
21751,0
75054,0
0,0
60311,1
0,0
526,1
35042,0
35211,0
194962,0
7470,0
81482,1
89126,0
80831,0
60594,0
27032,0
0,0
0,0
50289,0
72019,0
70518,0
63289,0
11653,0
36156,0
526,0
195014,0
13781,0
87615,0
81197,0
0,0
65146,0
149924,0
44638,0
12655,0
0,1
107865,0
29794,0
0,0
0,0
89994,0
88509,0
28210,0
144932,0
46318,0
68258,0
24753,1
74736,0
131019,0
12671,0
0,0
88167,0
0,0
0,0
73904,0
78256,0
5562,0
15209,0
32330,0
89887,0
1581,0
0,0
34710,0
74751,0
65834,0
19440,0
0,0
135989,0
61994,0
9129,0
0,0
0,0
53609,0
0,0
109631,0
33317,0
39315,0
108056,0
56010,0
34214,0
45629,0
47569,0
0,0
0,0
9616,0
46132,0
6711,0
111687,1
45370,0
0,0
25309,0
133539,1
59409,0
58495,0
126010,0
0,1
0,0
10389,0
160980,0
29186,0
10464,0
84963,0
26814,0
27315,0
61933,0
0,1
0,0
43791,0
49242,1
1337,0
68535,0
58244,0
156873,1
78923,0
44774,0
61739,0
0,1
75319,0
55949,0
56420,0
143213,0
70561,0
0,0
17336,0
62545,0
78112,0
0,1
72968,0
13321,0
0,0
194751,0
40873,0
55636,0
0,0
159743,0
179465,1
38517,0
115812,0
12542,0
88732,0
69790,0
18423,0
98787,0
13816,0
14880,0
57241,0
49682,0
0,0
99704,1
54969,0
51912,1
45312,1
22750,0
58212,0
45428,0
69141,1
26064,0
92659,0
0,0
30940,0
0,0
0,0
72863,1
87959,0
82252,0
74483,0
44862,0
0,0
74930,0
0,0
83485,0
37450,0
0,1
142265,0
65203,0
16126,0
9528,0
0,1
19669,0
0,0
39838,0
60657,1
104373,1
0,1
87450,0
0,1
74143,0
76049,0
92203,0
18409,1
40740,0
27400,0
158311,0
13253,0
88064,0
48644,0
23441,0
9770,0
31116,0
61151,0
31349,0
47480,0
54724,0
21906,0
58656,0
8972,1
57734,0
33585,0
51353,0
135584,0
0,0
0,0
0,0
92303,0
189894,0
0,1
71423,0
80886,1
49612,0
46727,0
0,0
5049,0
129995,0
9040,0
166923,0
22381,0
46039,0
79403,1
97002,0
79412,1
67799,0
74880,0
69432,0
37792,0
158846,0
0,1
115165,0
87001,0
104198,0
22975,0
64244,1
68335,1
34118,0
71455,1
76537,0
112774,1
53205,0
60759,0
94663,1
19001,0
0,0
48436,0
52082,0
46082,1
14588,0
152445,0
0,1
58966,0
31070,0
47270,0
22345,0
15113,0
91679,1
0,0
58372,1
0,0
27846,0
115948,0
0,0
68255,0
10584,0
46610,0
36234,0
90552,1
50589,0
149861,1
0,0
40762,0
26436,0
64716,0
54987,0
120120,0
121123,1
71232,0
0,0
67665,0
68940,0
34920,0
45735,0
0,0
221015,0
13753,0
130986,1
29957,0
87920,1
27840,0
47165,0
0,0
50371,0
22115,0
96630,0
40835,0
134738,0
140828,0
23782,0
60545,0
82769,0
42179,0
78042,0
0,0
0,0
23782,0
52798,0
59890,0
57566,0
0,0
81471,1
0,0
0,0
0,0
82418,0
138004,0
88634,0
41445,1
108648,1
72469,1
77588,0
16440,0
48385,0
161076,0
56164,0
45343,0
45923,0
65323,1
42307,0
35198,0
0,0
0,1
106529,0
0,0
36351,0
0,0
42628,1
76526,0
102908,0
46279,0
5063,0
54371,0
56434,0
76163,0
0,0
62400,0
60450,0
63354,0
26756,0
65320,1
61931,0
78116,0
180646,0
50842,0
4278,0
37870,0
0,0
45523,0
64105,0
33123,0
49234,0
95890,0
44157,0
161972,0
97220,0
27116,0
0,0
48402,0
29019,0
71978,0
36600,1
85066,0
37684,0
16105,0
77111,1
0,0
4933,0
89914,0
0,0
108248,0
169206,0
71440,0
32407,0
0,0
0,1
36653,0
0,1
34241,1
0,0
0,0
26865,0
23347,0
117191,0
127738,0
0,1
102822,0
11951,1
119325,0
45456,0
77611,0
74862,0
39032,0
20546,0
34744,0
15440,0
46522,0
63638,0
115187,0
45410,0
32480,0
2969,0
0,0
83080,0
43397,0
115637,1
13745,0
44422,0
48757,0
0,0
115183,0
21393,0
145994,0
29852,0
2200,0
9174,0
49515,0
0,0
0,1
38149,0
133778,0
57195,0
0,0
36173,0
0,0
106405,0
108472,0
0,0
4479,0
60708,0
1182,0
34685,0
47686,0
0,0
5827,0
74073,0
75989,1
0,0
26304,1
52166,0
32586,0
51152,1
138879,1
84689,0
18360,0
0,0
44044,0
57820,0
0,0
87763,0
40077,0
129423,1
20550,0
64077,0
0,0
82869,0
138299,0
70493,0
0,0
49376,0
73212,1
91891,1
0,0
91550,0
20794,0
86622,0
80511,0
53503,0
0,0
99444,0
66193,1
18477,0
109964,0
32542,0
59650,0
62964,0
73912,1
35891,1
65330,1
223841,1
57239,0
28657,0
59056,0
32366,0
66937,0
36011,0
153372,0
0,0
129551,0
48851,0
59029,0
98682,1
55071,0
62348,0
81042,0
0,0
16435,0
81015,0
63801,0
0,0
42846,0
43850,0
0,0
0,0
183313,0
77738,0
37293,0
0,0
0,0
34128,0
0,0
151114,0
23630,0
66894,0
35887,0
70147,0
97492,0
20807,0
83019,0
92414,0
87557,1
55735,0
46639,0
16964,0
34298,0
116925,0
68877,0
38409,0
0,0
62692,0
87985,0
42009,0
76364,0
526,0
130500,0
72651,0
151145,1
76714,0
37406,0
41528,1
49229,0
24050,0
0,0
0,0
54845,1
5837,0
31085,0
71079,1
33378,0
50915,0
120465,1
94361,0
0,0
39619,0
105423,1
40485,0
37437,0
97912,0
42928,0
0,0
0,0
60609,1
0,0
59962,1
14002,0
62442,0
0,0
32255,0
0,0
11639,1
55895,0
0,0
55934,0
17495,0
0,0
53879,0
58534,0
76695,0
95481,1
0,0
27397,0
41718,0
71068,1
218002,1
118040,1
42453,0
108431,0
170921,1
64326,0
50495,0
42378,1
74978,0
66266,0
59041,0
191587,1
35484,0
80439,0
83104,0
27331,0
39762,0
131155,0
0,1
46261,0
43190,0
26773,0
0,0
9748,0
2254,0
24008,0
130731,1
44526,0
92694,0
0,0
0,0
74829,0
58989,0
52651,0
0,0
30688,0
13587,0
175686,0
99177,0
57634,1
62755,0
119872,0
67494,1
78966,0
15653,0
22964,0
67392,0
0,0
122778,0
0,0
0,0
53305,0
71233,0
38189,0
20971,0
34096,0
31084,0
22399,0
104581,0
0,0
42290,0
0,0
0,0
77612,0
54874,0
30535,0
0,0
34244,0
40430,0
24178,0
161785,0
0,0
0,0
0,0
35465,0
63999,0
52322,0
0,0
78255,0
95911,0
0,1
115399,0
0,0
89528,0
95058,0
63394,0
88395,0
86114,0
116143,0
71863,0
53134,0
46357,0
31654,0
0,0
2154,0
43994,0
37715,1
98933,1
59296,0
3429,0
66850,0
76440,0
0,0
0,0
0,0
41349,0
0,0
116783,0
30510,1
70184,0
0,0
31180,1
152799,0
141962,0
30736,0
45750,1
125253,0
75189,0
57190,0
6046,0
